opus,key,performer,year,time,seconds,label,pid,status,piece_path,performer_label
33.2,D maj,Sztompka,1959,2:41,161,Muza PNOD 313 A/B,9170-24,-,mazurka33-2/pid9170-24,50
33.3,C maj,Uninsky,1961,1:53,113,Philips 442 574-2,9061-24,-,mazurka33-3/pid9061-24,51
33.3,C maj,Wasowski,1980,2:18,138,Concord CCD-42036,9111-24,-,mazurka33-3/pid9111-24,53
33.4,B min,Ashkenazy,1981,4:34,274,Decca 448 086-2,9058-25,-,mazurka33-4/pid9058-25,0
33.4,B min,Ashkenazy,1982,4:34,274,London 410 122-2,50848-12,-,mazurka33-4/pid50848-12,0
33.4,B min,Bacha,1999,4:59,299,Forlane 126817,9166g-04,-,mazurka33-4/pid9166g-04,1
33.4,B min,Barbosa,1983,5:08,308,Centaur CRC2098/9,9174-25,-,mazurka33-4/pid9174-25,2
33.4,B min,Biret,1990,4:58,298,Naxos 8.550359,9062-25,-,mazurka33-4/pid9062-25,3
33.4,B min,Blet,2003,4:57,297,Marcal MA030501,9103-13,-,mazurka33-4/pid9103-13,4
33.4,B min,Brailowsky,1960,4:56,296,Sony SB2K 63237,9060-25,-,mazurka33-4/pid9060-25,6
33.4,B min,Chiu,1999,6:12,372,HMX 2907352.53,9048-25,-,mazurka33-4/pid9048-25,7
33.4,B min,Clidat,1994,4:57,297,Forlane UCD16729 ,9067-24,-,mazurka33-4/pid9067-24,8
33.4,B min,Cohen,1997,8:08,488,Glossa 920506 ,9105b-08,-,mazurka33-4/pid9105b-08,9
33.4,B min,Cortot,1951,5:09,309,Concert Artist 9180/12 ,9066-25,-,mazurka33-4/pid9066-25,10
33.4,B min,Csalog,1996,6:02,362,Hungaroton HCD 31755/6,1263-25,-,mazurka33-4/pid1263-25,11
33.4,B min,Czerny-Stefanska,1989,5:35,335,Pony Canyon Classics PCCL-00460,9192-25,-,mazurka33-4/pid9192-25,12
33.4,B min,Ezaki,2006,5:19,319,Triton OVCT-00035,9139-25,-,mazurka33-4/pid9139-25,13
33.4,B min,Falvay,1989,5:19,319,Naxos 8.550256 ,9068-15,-,mazurka33-4/pid9068-15,14
33.4,B min,Ferenczy,1956,4:37,277,Hungaroton HCD 32121,9097-02,-,mazurka33-4/pid9097-02,15
33.4,B min,Fiorentino,1963,4:46,286,Con. Artist 9200-2 ,9065-19,-,mazurka33-4/pid9065-19,16
33.4,B min,Fliere,1977,5:44,344,Melodia 10 00439,9063-25,-,mazurka33-4/pid9063-25,17
33.4,B min,Fou,1978,5:30,330,Sony SB2K 53 246,9071b-04,-,mazurka33-4/pid9071b-04,18
33.4,B min,Fou,2005,5:19,319,NIFC CD001,9092-12,-,mazurka33-4/pid9092-12,18
33.4,B min,Francois,1956,4:39,279,EMI CZS 7 67413 2,9070b-08,-,mazurka33-4/pid9070b-08,19
33.4,B min,Friedman,1926,3:17,197,Naxos 8.110684 ,9108-19,-,mazurka33-4/pid9108-19,20
33.4,B min,Friedman,1926,3:19,199,Selene CD-s 9908.53,9148-14,-,mazurka33-4/pid9148-14,20
33.4,B min,Friedman,1930,4:09,249,Philips 456 784-2 ,5667230-13,-,mazurka33-4/pid5667230-13,20
33.4,B min,Friedman,1930,4:11,251,Naxos 8.111114,9125-13,-,mazurka33-4/pid9125-13,20
33.4,B min,Hatto,1993,5:27,327,Con. Artist FED4-TC-0116/7,610003-27,-,mazurka33-4/pid610003-27,22
33.4,B min,Hatto,2006,4:53,293,Con. Artist 9270/12,9073-27,-,mazurka33-4/pid9073-27,22
33.4,B min,Indjic,1988,4:56,296,Calliope 3321,9050-25,-,mazurka33-4/pid9050-25,24
33.4,B min,Kapell,1951,5:04,304,RCA 09026-68990-2,9090-12,-,mazurka33-4/pid9090-12,25
33.4,B min,Kushner,1990,5:21,321,Connoisseur CD4181/2,9118-25,-,mazurka33-4/pid9118-25,26
33.4,B min,Luisada,1990,4:54,294,DG 463054-2,9055-25,-,mazurka33-4/pid9055-25,28
33.4,B min,Malcuzynski,1961,4:48,288,EMI CZS 5 68226 2,918904-09,-,mazurka33-4/pid918904-09,32
33.4,B min,Magaloff,1977,4:56,296,Phillips 426 817/29-2,9074f-25,-,mazurka33-4/pid9074f-25,30
33.4,B min,Magin,1975,4:35,275,Accord 465 665-2,9138-25,-,mazurka33-4/pid9138-25,31
33.4,B min,Michelangeli,1942,5:03,303,Membran 222913-321,9057f-02,-,mazurka33-4/pid9057f-02,34
33.4,B min,Michelangeli,1962,6:14,374,Warner Apex 40647,918726-08,-,mazurka33-4/pid918726-08,34
33.4,B min,Michelangeli,1971,6:16,376,Philips 456 904-2,5667269b-39,-,mazurka33-4/pid5667269b-39,34
33.4,B min,Milkina,1970,5:53,353,Unterschrift/EMI,9099-25,-,mazurka33-4/pid9099-25,35
33.4,B min,Mohovich,1999,6:06,366,Agora AG 231.2,9104-25,-,mazurka33-4/pid9104-25,36
33.4,B min,Ohlsson,1999,4:22,262,Arabesque Z6730-2,9153-25,-,mazurka33-4/pid9153-25,38
33.4,B min,Osinska,1989,5:54,354,Cassiopee 969 213/6,9101b-07,-,mazurka33-4/pid9101b-07,40
33.4,B min,Perlemuter,1992,5:00,300,Nimbus NI5393,9089-09,-,mazurka33-4/pid9089-09,41
33.4,B min,Poblocka,1999,4:40,280,BeArTon CDB012/13,9093-25,-,mazurka33-4/pid9093-25,42
33.4,B min,Rangell,2001,4:52,292,Dorian DOR-93258,9094-25,-,mazurka33-4/pid9094-25,43
33.4,B min,Rosenthal,1935,4:29,269,Membran 222913-321,9057j-04,-,mazurka33-4/pid9057j-04,45
33.4,B min,Rosenthal,1935,4:30,270,Appian CDAPR 7002,9184-15,-,mazurka33-4/pid9184-15,45
33.4,B min,Rubinstein,1939,4:29,269,Naxos 8.110656-57,9049-25,-,mazurka33-4/pid9049-25,46
33.4,B min,Rubinstein,1952,4:32,272,BMG 09026 63027-2,9075-25,-,mazurka33-4/pid9075-25,46
33.4,B min,Rubinstein,1966,5:35,335,BMG 09026-63050-2,9059-25,-,mazurka33-4/pid9059-25,46
33.4,B min,Shebanova,2002,5:28,328,DUX 0350/0351,9072-25,-,mazurka33-4/pid9072-25,47
33.4,B min,Smith,1975,1:13,73,EMI 724358576726,9054-25,-,mazurka33-4/pid9054-25,48
33.4,B min,Sofronitsky,1960,5:24,324,Philips 456 970-2,5667291-13,-,mazurka33-4/pid5667291-13,49
33.4,B min,Sofronitsky,1961,5:27,327,Classound 001-026 ,9113-13,-,mazurka33-4/pid9113-13,49
33.4,B min,Sztompka,1959,5:48,348,Muza PNOD 313 A/B,9170-25,-,mazurka33-4/pid9170-25,50
33.4,B min,Uninsky,1959,5:07,307,Philips 442 574-2,9061-25,-,mazurka33-4/pid9061-25,51
33.4,B min,Wasowski,1980,5:09,309,Concord CCD-42036,9111-25,-,mazurka33-4/pid9111-25,53
41.1,C# min,Ashkenazy,1981,3:30,210,Decca 448 086-2,9058-26,-,mazurka41-1/pid9058-26,0
41.2,E min,Bacha,1999,2:06,126,Forlane 126817,9166h-03,-,mazurka41-2/pid9166h-03,1
41.1,C# min,Barbosa,1983,2:56,176,Centaur CRC2098/9,9174-26,-,mazurka41-1/pid9174-26,2
41.1,C# min,Biret,1990,4:01,241,Naxos 8.550359,9062-26,-,mazurka41-1/pid9062-26,3
41.1,C# min,Block,1995,3:13,193,ProPiano PPR224507 ,9064-07,-,mazurka41-1/pid9064-07,5
41.1,C# min,Brailowsky,1960,3:15,195,Sony SB2K 63237,9060-26,-,mazurka41-1/pid9060-26,6
41.1,C# min,Chiu,1999,3:48,228,HMX 2907352.53,9048b-01,-,mazurka41-1/pid9048b-01,7
41.2,E min,Cohen,1997,3:00,180,Glossa 920506 ,9105b-09,-,mazurka41-2/pid9105b-09,9
41.1,C# min,Cortot,1951,3:21,201,Concert Artist 9180/12 ,9066-26,-,mazurka41-1/pid9066-26,10
41.2,E min,Csalog,1996,2:14,134,Hungaroton HCD 31755/6,1263-26,-,mazurka41-2/pid1263-26,11
41.1,C# min,Czerny-Stefanska,1989,3:27,207,Pony Canyon Classics PCCL-00460,9192-26,-,mazurka41-1/pid9192-26,12
41.2,E min,Ezaki,2006,2:12,132,Triton OVCT-00035,9139-26,-,mazurka41-2/pid9139-26,13
41.1,C# min,Fliere,1977,3:24,204,Melodia 10 00439,9063b-01,-,mazurka41-1/pid9063b-01,17
41.2,E min,Fou,1978,2:33,153,Sony SB2K 53 246,9071b-05,-,mazurka41-2/pid9071b-05,18
41.2,E min,Fou,2005,2:34,154,NIFC CD001,9092-15,-,mazurka41-2/pid9092-15,18
41.1,C# min,Francois,1956,3:16,196,EMI CZS 7 67413 2,9070b-09,-,mazurka41-1/pid9070b-09,19
41.1,C# min,Friedman,1930,3:02,182,Philips 456 784-2 ,5667230-14,-,mazurka41-1/pid5667230-14,20
41.1,C# min,Hatto,1993,3:34,214,Con. Artist FED4-TC-0116/7,610003b-01,-,mazurka41-1/pid610003b-01,22
41.1,C# min,Hatto,2006,3:34,214,Con. Artist 9270/12,9073b-01,-,mazurka41-1/pid9073b-01,22
41.1,C# min,Horowitz,1949,3:08,188,Philips 456 842-2 ,5667249-19,-,mazurka41-1/pid5667249-19,23
41.1,C# min,Indjic,1988,3:37,217,Calliope 3321,9050-26,-,mazurka41-1/pid9050-26,24
41.1,C# min,Kapell,1951,3:16,196,RCA 09026-68990-2,9090-13,-,mazurka41-1/pid9090-13,25
41.1,C# min,Kushner,1989,3:36,216,Connoisseur CD4181/2,9118b-01,-,mazurka41-1/pid9118b-01,26
41.2,E min,Luisada,1991,2:23,143,DG 463054-2,9055-26,-,mazurka41-2/pid9055-26,28
41.1,C# min,Magaloff,1977,3:37,217,Phillips 426 817/29-2,9074f-26,-,mazurka41-1/pid9074f-26,30
41.1,C# min,Magin,1975,3:17,197,Accord 465 665-2,9138-26,-,mazurka41-1/pid9138-26,31
41.2,E min,Meguri,1997,2:17,137,Live Notes WWCC-7313,9137-14,-,mazurka41-2/pid9137-14,33
41.1,C# min,Milkina,1970,3:32,212,Unterschrift/EMI,9099b-01,-,mazurka41-1/pid9099b-01,35
41.1,C# min,Mohovich,1999,3:35,215,Agora AG 231.2,9104-26,-,mazurka41-1/pid9104-26,36
41.1,C# min,Ohlsson,1970,3:12,192,Muza CK 1025,6100021-09,-,mazurka41-1/pid6100021-09,38
41.2,E min,Ohlsson,1999,2:34,154,Arabesque Z6730-2,9153-26,-,mazurka41-2/pid9153-26,38
41.1,C# min,Osinska,1989,3:29,209,Cassiopee 969 213/6,9101b-08,-,mazurka41-1/pid9101b-08,40
41.2,E min,Perlemuter,1992,2:41,161,Nimbus NI5393,9089-10,-,mazurka41-2/pid9089-10,41
41.2,E min,Poblocka,1999,2:07,127,BeArTon CDB012/13,9093b-01,-,mazurka41-2/pid9093b-01,42
41.2,E min,Rangell,2001,2:22,142,Dorian DOR-93258,9094-26,-,mazurka41-2/pid9094-26,43
41.1,C# min,Rosen,1989,3:13,193,Globe 5028 ,52932-15,-,mazurka41-1/pid52932-15,44
41.1,C# min,Rubinstein,1939,3:11,191,Naxos 8.110656-57,9049-26,-,mazurka41-1/pid9049-26,46
41.1,C# min,Rubinstein,1952,3:10,190,BMG 09026 63027-2,9075-26,-,mazurka41-1/pid9075-26,46
41.1,C# min,Rubinstein,1966,3:29,209,BMG 09026-63050-2,9059b-01,-,mazurka41-1/pid9059b-01,46
41.1,C# min,Shebanova,2002,3:35,215,DUX 0350/0351,9072b-01,-,mazurka41-1/pid9072b-01,47
41.1,C# min,Smith,1975,1:29,89,EMI 724358576726,9054-26,-,mazurka41-1/pid9054-26,48
41.1,C# min,Sofronitsky,1949,2:49,169,Vista Vera VVCD-00118-2,9114b-10,-,mazurka41-1/pid9114b-10,49
41.1,C# min,Sofronitsky,1951,2:44,164,SMC CD 0019,915405-10,-,mazurka41-1/pid915405-10,49
41.1,C# min,Sofronitsky,1960,3:06,186,Philips 456 970-2,5667291-09,-,mazurka41-1/pid5667291-09,49
41.1,C# min,Sofronitsky,1961,3:10,190,Classound 001-026 ,9113-09,-,mazurka41-1/pid9113-09,49
41.2,E min,Sztompka,1927,2:34,154,Muza PNCD006,9085-01,-,mazurka41-2/pid9085-01,50
41.2,E min,Sztompka,1959,2:44,164,Muza PNOD 313 A/B,9170-26,-,mazurka41-2/pid9170-26,50
41.1,C# min,Uninsky,1959,3:28,208,Philips 442 574-2,9061-26,-,mazurka41-1/pid9061-26,51
41.1,C# min,Wasowski,1980,3:55,235,Concord CCD-42036,9111-26,-,mazurka41-1/pid9111-26,53
41.2,E min,Ashkenazy,1981,2:20,140,Decca 448 086-2,9058-27,precor,mazurka41-2/pid9058-27,0
41.3,B maj,Bacha,1999,1:12,72,Forlane 126817,9166h-04,-,mazurka41-3/pid9166h-04,1
41.2,E min,Barbosa,1983,1:59,119,Centaur CRC2098/9,9174-27,-,mazurka41-2/pid9174-27,2
41.2,E min,Biret,1990,3:11,191,Naxos 8.550359,9062b-01,precor,mazurka41-2/pid9062b-01,3
41.2,E min,Blet,2003,2:43,163,Marcal MA030501,9103-14,-,mazurka41-2/pid9103-14,4
41.2,E min,Block,1995,2:08,128,ProPiano PPR224507 ,9064-08,-,mazurka41-2/pid9064-08,5
41.2,E min,Brailowsky,1960,2:08,128,Sony SB2K 63237,9060-27,-,mazurka41-2/pid9060-27,6
41.2,E min,Chiu,1999,2:16,136,HMX 2907352.53,9048b-02,-,mazurka41-2/pid9048b-02,7
41.2,E min,Clidat,1994,1:57,117,Forlane UCD16729 ,9067-25,-,mazurka41-2/pid9067-25,8
41.3,B maj,Cohen,1997,1:29,89,Glossa 920506 ,9105b-10,-,mazurka41-3/pid9105b-10,9
41.2,E min,Cortot,1951,2:28,148,Concert Artist 9180/12 ,9066-27,-,mazurka41-2/pid9066-27,10
41.3,B maj,Csalog,1996,1:11,71,Hungaroton HCD 31755/6,1263-27,-,mazurka41-3/pid1263-27,11
41.2,E min,Czerny-Stefanska,1989,2:16,136,Pony Canyon Classics PCCL-00460,9192-27,-,mazurka41-2/pid9192-27,12
41.3,B maj,Ezaki,2006,1:22,82,Triton OVCT-00035,9139-27,-,mazurka41-3/pid9139-27,13
41.2,E min,Fliere,1977,2:35,155,Melodia 10 00439,9063b-02,-,mazurka41-2/pid9063b-02,17
41.3,B maj,Fou,1978,1:15,75,Sony SB2K 53 246,9071b-06,-,mazurka41-3/pid9071b-06,18
41.2,E min,Francois,1956,2:17,137,EMI CZS 7 67413 2,9070b-10,-,mazurka41-2/pid9070b-10,19
41.2,E min,Gornostaeva,1994,2:18,138,Vista Vera VVCD-00064,9116-13,-,mazurka41-2/pid9116-13,21
41.2,E min,Hatto,1993,2:37,157,Con. Artist FED4-TC-0116/7,610003b-02,-,mazurka41-2/pid610003b-02,22
41.2,E min,Hatto,2006,2:31,151,Con. Artist 9270/12,9073b-02,-,mazurka41-2/pid9073b-02,22
41.2,E min,Horowitz,1933,1:54,114,Membran 222913-321,9057f-12,-,mazurka41-2/pid9057f-12,23
41.2,E min,Horowitz,1933,1:57,117,Philips 456 842-2 ,5667249-04,-,mazurka41-2/pid5667249-04,23
41.2,E min,Indjic,1988,2:35,155,Calliope 3321,9050-27,-,mazurka41-2/pid9050-27,24
41.2,E min,Kapell,1951,2:18,138,RCA 09026-68990-2,9090-14,-,mazurka41-2/pid9090-14,25
41.2,E min,Kushner,1989,2:29,149,Connoisseur CD4181/2,9118b-02,-,mazurka41-2/pid9118b-02,26
41.3,B maj,Luisada,1991,1:19,79,DG 463054-2,9055-27,-,mazurka41-3/pid9055-27,28
41.2,E min,Malcuzynski,1961,2:18,138,EMI CZS 5 68226 2,918904-10,-,mazurka41-2/pid918904-10,32
41.2,E min,Magaloff,1977,2:35,155,Phillips 426 817/29-2,9074f-27,-,mazurka41-2/pid9074f-27,30
41.2,E min,Magin,1975,2:24,144,Accord 465 665-2,9138-27,-,mazurka41-2/pid9138-27,31
41.3,B maj,Meguri,1997,1:13,73,Live Notes WWCC-7313,9137-15,-,mazurka41-3/pid9137-15,33
41.2,E min,Milkina,1970,2:20,140,Unterschrift/EMI,9099b-02,-,mazurka41-2/pid9099b-02,35
41.2,E min,Mohovich,1999,2:33,153,Agora AG 231.2,9104-27,-,mazurka41-2/pid9104-27,36
41.2,E min,Ohlsson,1970,2:25,145,Muza CK 1025,6100021-07,-,mazurka41-2/pid6100021-07,38
41.3,B maj,Ohlsson,1999,1:07,67,Arabesque Z6730-2,9153-27,-,mazurka41-3/pid9153-27,38
41.2,E min,Olejniczac,1990,2:29,149,Na&iuml;ve OP20002,9100b-22,-,mazurka41-2/pid9100b-22,39
41.2,E min,Osinska,1989,2:09,129,Cassiopee 969 213/6,9101b-09,-,mazurka41-2/pid9101b-09,40
41.3,B maj,Poblocka,1999,1:06,66,BeArTon CDB012/13,9093b-02,-,mazurka41-3/pid9093b-02,42
41.3,B maj,Rangell,2001,1:12,72,Dorian DOR-93258,9094-27,-,mazurka41-3/pid9094-27,43
41.2,E min,Rosen,1989,2:09,129,Globe 5028 ,52932-12,-,mazurka41-2/pid52932-12,44
41.2,E min,Rubinstein,1939,2:08,128,Naxos 8.110656-57,9049-27,-,mazurka41-2/pid9049-27,46
41.2,E min,Rubinstein,1952,2:08,128,BMG 09026 63027-2,9075-27,-,mazurka41-2/pid9075-27,46
41.2,E min,Rubinstein,1966,2:11,131,BMG 09026-63050-2,9059b-02,-,mazurka41-2/pid9059b-02,46
41.2,E min,Shebanova,2002,2:31,151,DUX 0350/0351,9072b-02,-,mazurka41-2/pid9072b-02,47
41.2,E min,Smith,1975,1:11,71,EMI 724358576726,9054-27,-,mazurka41-2/pid9054-27,48
41.2,E min,Sofronitsky,1949,2:03,123,Vista Vera VVCD-00118-2,9114-28,-,mazurka41-2/pid9114-28,49
41.2,E min,Sofronitsky,1960,2:17,137,Philips 456 970-2,5667291-10,-,mazurka41-2/pid5667291-10,49
41.2,E min,Sofronitsky,1961,2:21,141,Classound 001-026 ,9113-10,-,mazurka41-2/pid9113-10,49
41.3,B maj,Sztompka,1959,1:19,79,Muza PNOD 313 A/B,9170-27,-,mazurka41-3/pid9170-27,50
41.2,E min,Uninsky,1961,2:08,128,Philips 442 574-2,9061-27,-,mazurka41-2/pid9061-27,51
41.2,E min,Wasowski,1980,2:43,163,Concord CCD-42036,9111-27,-,mazurka41-2/pid9111-27,53
41.3,B maj,Ashkenazy,1981,1:07,67,Decca 448 086-2,9058-28,-,mazurka41-3/pid9058-28,0
41.4,A maj,Bacha,1999,1:52,112,Forlane 126817,9166h-05,-,mazurka41-4/pid9166h-05,1
41.3,B maj,Barbosa,1983,1:08,68,Centaur CRC2098/9,9174-28,-,mazurka41-3/pid9174-28,2
41.3,B maj,Biret,1990,1:07,67,Naxos 8.550359,9062b-02,-,mazurka41-3/pid9062b-02,3
41.3,B maj,Brailowsky,1960,1:16,76,Sony SB2K 63237,9060-28,-,mazurka41-3/pid9060-28,6
41.3,B maj,Chiu,1999,1:10,70,HMX 2907352.53,9048b-03,-,mazurka41-3/pid9048b-03,7
41.4,A maj,Cohen,1997,1:48,108,Glossa 920506 ,9105b-11,-,mazurka41-4/pid9105b-11,9
41.3,B maj,Cortot,1951,1:25,85,Concert Artist 9180/12 ,9066-28,-,mazurka41-3/pid9066-28,10
41.4,A maj,Csalog,1996,1:55,115,Hungaroton HCD 31755/6,1263-28,-,mazurka41-4/pid1263-28,11
41.3,B maj,Czerny-Stefanska,1989,1:24,84,Pony Canyon Classics PCCL-00460,9192-28,-,mazurka41-3/pid9192-28,12
41.4,A maj,Ezaki,2006,2:01,121,Triton OVCT-00035,9139-28,-,mazurka41-4/pid9139-28,13
41.3,B maj,Fliere,1977,1:11,71,Melodia 10 00439,9063b-03,-,mazurka41-3/pid9063b-03,17
41.4,A maj,Fou,1978,1:58,118,Sony SB2K 53 246,9071b-07,-,mazurka41-4/pid9071b-07,18
41.3,B maj,Francois,1956,1:06,66,EMI CZS 7 67413 2,9070b-11,-,mazurka41-3/pid9070b-11,19
41.3,B maj,Hatto,1993,1:23,83,Con. Artist FED4-TC-0116/7,610003b-03,-,mazurka41-3/pid610003b-03,22
41.3,B maj,Hatto,2006,1:17,77,Con. Artist 9270/12,9073b-03,-,mazurka41-3/pid9073b-03,22
41.3,B maj,Indjic,1988,1:21,81,Calliope 3321,9050-28,-,mazurka41-3/pid9050-28,24
41.3,B maj,Kushner,1989,1:17,77,Connoisseur CD4181/2,9118b-03,-,mazurka41-3/pid9118b-03,26
41.4,A maj,Luisada,1991,2:14,134,DG 463054-2,9055-28,-,mazurka41-4/pid9055-28,28
41.3,B maj,Magaloff,1977,1:21,81,Phillips 426 817/29-2,9074f-28,-,mazurka41-3/pid9074f-28,30
41.3,B maj,Magin,1975,1:10,70,Accord 465 665-2,9138-28,-,mazurka41-3/pid9138-28,31
41.3,B maj,Milkina,1970,1:23,83,Unterschrift/EMI,9099b-03,-,mazurka41-3/pid9099b-03,35
41.3,B maj,Mohovich,1999,1:29,89,Agora AG 231.2,9104-28,-,mazurka41-3/pid9104-28,36
41.4,A maj,Ohlsson,1999,1:50,110,Arabesque Z6730-2,9153-28,-,mazurka41-4/pid9153-28,38
41.3,B maj,Osinska,1989,1:13,73,Cassiopee 969 213/6,9101b-10,-,mazurka41-3/pid9101b-10,40
41.4,A maj,Poblocka,1999,1:52,112,BeArTon CDB012/13,9093b-03,-,mazurka41-4/pid9093b-03,42
41.4,A maj,Rangell,2001,1:49,109,Dorian DOR-93258,9094-28,-,mazurka41-4/pid9094-28,43
41.3,B maj,Rosen,1989,1:11,71,Globe 5028 ,52932-13,-,mazurka41-3/pid52932-13,44
41.3,B maj,Rubinstein,1939,1:08,68,Naxos 8.110656-57,9049-28,-,mazurka41-3/pid9049-28,46
41.3,B maj,Rubinstein,1952,1:01,61,BMG 09026 63027-2,9075-28,-,mazurka41-3/pid9075-28,46
41.3,B maj,Rubinstein,1966,1:10,70,BMG 09026-63050-2,9059b-03,-,mazurka41-3/pid9059b-03,46
41.3,B maj,Shebanova,2002,1:09,69,DUX 0350/0351,9072b-03,-,mazurka41-3/pid9072b-03,47
41.3,B maj,Smith,1975,2:47,167,EMI 724358576726,9054-28,-,mazurka41-3/pid9054-28,48
41.4,A maj,Sztompka,1927,2:03,123,Muza PNCD006,9085-02,-,mazurka41-4/pid9085-02,50
41.4,A maj,Sztompka,1959,2:19,139,Muza PNOD 313 A/B,9170-28,-,mazurka41-4/pid9170-28,50
41.3,B maj,Uninsky,1961,1:15,75,Philips 442 574-2,9061-28,-,mazurka41-3/pid9061-28,51
41.3,B maj,Wasowski,1980,1:19,79,Concord CCD-42036,9111b-01,-,mazurka41-3/pid9111b-01,53
41.4,A maj,Ashkenazy,1981,1:58,118,Decca 448 086-2,9058-29,-,mazurka41-4/pid9058-29,0
41.1,C# min,Bacha,1999,3:19,199,Forlane 126817,9166h-06,-,mazurka41-1/pid9166h-06,1
41.4,A maj,Barbosa,1983,1:51,111,Centaur CRC2098/9,9174-29,-,mazurka41-4/pid9174-29,2
41.4,A maj,Biret,1990,1:50,110,Naxos 8.550359,9062b-03,-,mazurka41-4/pid9062b-03,3
41.4,A maj,Brailowsky,1960,2:03,123,Sony SB2K 63237,9060-29,-,mazurka41-4/pid9060-29,6
41.4,A maj,Chiu,1999,2:15,135,HMX 2907352.53,9048b-04,-,mazurka41-4/pid9048b-04,7
41.1,C# min,Cohen,1997,4:04,244,Glossa 920506 ,9105b-12,-,mazurka41-1/pid9105b-12,9
41.4,A maj,Cortot,1951,2:20,140,Concert Artist 9180/12 ,9066-29,-,mazurka41-4/pid9066-29,10
41.1,C# min,Csalog,1996,3:45,225,Hungaroton HCD 31755/6,1263-29,-,mazurka41-1/pid1263-29,11
41.4,A maj,Czerny-Stefanska,1989,2:01,121,Pony Canyon Classics PCCL-00460,9192-29,-,mazurka41-4/pid9192-29,12
41.1,C# min,Ezaki,2006,3:27,207,Triton OVCT-00035,9139-29,-,mazurka41-1/pid9139-29,13
41.4,A maj,Ferenczy,1958,1:37,97,Hungaroton HCD 32121,9097-19,-,mazurka41-4/pid9097-19,15
41.4,A maj,Fliere,1977,2:14,134,Melodia 10 00439,9063b-04,-,mazurka41-4/pid9063b-04,17
41.1,C# min,Fou,1978,3:23,203,Sony SB2K 53 246,9071b-08,-,mazurka41-1/pid9071b-08,18
41.4,A maj,Francois,1956,1:40,100,EMI CZS 7 67413 2,9070b-12,-,mazurka41-4/pid9070b-12,19
41.4,A maj,Gornostaeva,1994,1:48,108,Vista Vera VVCD-00064,9116-10,-,mazurka41-4/pid9116-10,21
41.4,A maj,Hatto,1993,1:52,112,Con. Artist FED4-TC-0116/7,610003b-04,-,mazurka41-4/pid610003b-04,22
41.4,A maj,Hatto,2006,1:47,107,Con. Artist 9270/12,9073b-04,-,mazurka41-4/pid9073b-04,22
41.4,A maj,Indjic,1988,1:51,111,Calliope 3321,9050-29,-,mazurka41-4/pid9050-29,24
41.4,A maj,Kushner,1989,1:48,108,Connoisseur CD4181/2,9118b-04,-,mazurka41-4/pid9118b-04,26
41.1,C# min,Luisada,1991,3:29,209,DG 463054-2,9055-29,-,mazurka41-1/pid9055-29,28
41.4,A maj,Magaloff,1977,1:51,111,Phillips 426 817/29-2,9074f-29,-,mazurka41-4/pid9074f-29,30
41.4,A maj,Magin,1975,1:51,111,Accord 465 665-2,9138-29,-,mazurka41-4/pid9138-29,31
41.4,A maj,Milkina,1970,2:16,136,Unterschrift/EMI,9099b-04,-,mazurka41-4/pid9099b-04,35
41.4,A maj,Mohovich,1999,1:48,108,Agora AG 231.2,9104-29,-,mazurka41-4/pid9104-29,36
41.4,A maj,Ohlsson,1970,1:31,91,Muza CK 1025,6100021-08,-,mazurka41-4/pid6100021-08,38
41.1,C# min,Ohlsson,1999,3:11,191,Arabesque Z6730-2,9153-29,-,mazurka41-1/pid9153-29,38
41.4,A maj,Osinska,1989,1:55,115,Cassiopee 969 213/6,9101b-11,-,mazurka41-4/pid9101b-11,40
41.1,C# min,Perlemuter,1992,3:48,228,Nimbus NI5393,9089-11,-,mazurka41-1/pid9089-11,41
41.1,C# min,Poblocka,1999,3:20,200,BeArTon CDB012/13,9093b-04,-,mazurka41-1/pid9093b-04,42
41.1,C# min,Rangell,2001,3:35,215,Dorian DOR-93258,9094-29,-,mazurka41-1/pid9094-29,43
41.4,A maj,Rosen,1989,1:52,112,Globe 5028 ,52932-14,-,mazurka41-4/pid52932-14,44
41.4,A maj,Rubinstein,1939,2:02,122,Naxos 8.110656-57,9049-29,-,mazurka41-4/pid9049-29,46
41.4,A maj,Rubinstein,1952,1:48,108,BMG 09026 63027-2,9075-29,-,mazurka41-4/pid9075-29,46
41.4,A maj,Rubinstein,1966,2:10,130,BMG 09026-63050-2,9059b-04,-,mazurka41-4/pid9059b-04,46
41.4,A maj,Shebanova,2002,2:15,135,DUX 0350/0351,9072b-04,-,mazurka41-4/pid9072b-04,47
41.4,A maj,Smith,1975,1:40,100,EMI 724358576726,9054-29,-,mazurka41-4/pid9054-29,48
41.1,C# min,Sztompka,1959,3:31,211,Muza PNOD 313 A/B,9170-29,-,mazurka41-1/pid9170-29,50
41.4,A maj,Uninsky,1959,2:06,126,Philips 442 574-2,9061-29,-,mazurka41-4/pid9061-29,51
41.4,A maj,Wasowski,1980,2:21,141,Concord CCD-42036,9111b-02,-,mazurka41-4/pid9111b-02,53
50.1,G maj,Ashkenazy,1981,1:49,109,Decca 448 086-2,9058b-01,-,mazurka50-1/pid9058b-01,0
50.1,G maj,Bacha,2000,2:14,134,Forlane 126817,9166j-01,-,mazurka50-1/pid9166j-01,1
50.1,G maj,Barbosa,1983,2:10,130,Centaur CRC2098/9,9174b-01,-,mazurka50-1/pid9174b-01,2
